table_name,column_name
content_sharing_history,source_trip_id
content_sharing_history,target_trip_id
content_sharing_history,shared_by
content_sharing_history,shared_at
content_sharing_history,customizations
content_sharing_history,metadata
content_slugs,id
content_slugs,content_type
content_slugs,content_id
content_slugs,slug
content_slugs,is_canonical
content_slugs,created_at
content_slugs,created_by
continents,id
continents,name
continents,slug
continents,emoji
continents,description
continents,created_at
continents,updated_at
conversion_goals,id
conversion_goals,study_id
conversion_goals,name
conversion_goals,description
conversion_goals,event_type
conversion_goals,is_primary
conversion_goals,created_at
conversion_goals,updated_at
countries,id
countries,name
countries,slug
countries,emoji
countries,continent_id
countries,iso_code
countries,description
countries,popular_cities
countries,best_seasons
countries,currency_id
countries,safety_rating
countries,avg_trip_cost
countries,travel_tips
countries,created_at
countries,updated_at
country_languages,country_id
country_languages,language_id
country_languages,is_official
currencies,id
currencies,code
currencies,name
currencies,symbol
currencies,decimal_digits
currencies,created_at
currencies,updated_at
destination_tags,id
destination_tags,destination_id
destination_tags,tag_id
destination_tags,added_by
destination_tags,created_at
destination_tags,confidence_score
destination_tags,votes_up
destination_tags,votes_down
destination_tags,is_verified
destinations,id
destinations,created_at
destinations,city
destinations,state_province
destinations,country
destinations,popularity
destinations,lgbtq_friendliness
destinations,accessibility
destinations,continent
destinations,best_season
destinations,avg_cost_per_day
destinations,local_language
destinations,time_zone
destinations,cuisine_rating
destinations,cultural_attractions
destinations,nightlife_rating
destinations,family_friendly
destinations,outdoor_activities
destinations,beach_quality
destinations,shopping_rating
destinations,safety_rating
destinations,wifi_connectivity
destinations,public_transportation
destinations,eco_friendly_options
destinations,walkability
destinations,instagram_worthy_spots
destinations,off_peak_appeal
destinations,digital_nomad_friendly
destinations,name
destinations,description
destinations,image_url
destinations,updated_at
destinations,emoji
destinations,visa_required
destinations,image_metadata
destinations,byline
destinations,highlights
destinations,perfect_for
destinations,likes_count
destinations,latitude
destinations,longitude
destinations,avg_days
destinations,address
destinations,mapbox_id
destinations,currency
destinations,slug
destinations,city_id
destinations,viator_destination_id
destinations,is_featured
discoverable_groups,id
discoverable_groups,name
discoverable_groups,slug
discoverable_groups,emoji
discoverable_groups,description
discoverable_groups,visibility
discoverable_groups,cover_image_url
discoverable_groups,thumbnail_url
discoverable_groups,member_count
discoverable_groups,trip_count
discoverable_groups,created_at
discoverable_groups,creator_name
discoverable_groups,creator_avatar
expenses,id
expenses,trip_id
expenses,title
expenses,amount
expenses,category
expenses,date
expenses,paid_by
expenses,created_at
expenses,currency
expenses,source
expenses,updated_at
feedback,id
feedback,user_id
feedback,email
feedback,message
feedback,category
feedback,page
feedback,status
feedback,created_at
feedback,updated_at
focus_sessions,id
focus_sessions,trip_id
focus_sessions,initiated_by
focus_sessions,section_id
focus_sessions,section_path
focus_sessions,section_name
focus_sessions,active
focus_sessions,message
focus_sessions,created_at
focus_sessions,expires_at
form_fields,id
form_fields,form_id
form_fields,label
form_fields,type
form_fields,options
form_fields,required
form_fields,order
form_fields,milestone
form_fields,config
form_responses,id
form_responses,form_id
form_responses,session_id
form_responses,user_id
form_responses,responses
form_responses,milestone
form_responses,created_at
forms,id
forms,type
forms,name
forms,description
forms,config
forms,milestone_trigger
forms,milestones
forms,created_at
forms,updated_at
forms,is_active
friend_requests,id
friend_requests,sender_id
friend_requests,receiver_id
friend_requests,status
friend_requests,created_at
friend_requests,responded_at
friends,id
friends,user_id_1
friends,user_id_2
friends,created_at
geography_columns,f_table_catalog
geography_columns,f_table_schema
geography_columns,f_table_name
geography_columns,f_geography_column
geography_columns,coord_dimension
geography_columns,srid
geography_columns,type
geometry_columns,f_table_catalog
geometry_columns,f_table_schema
geometry_columns,f_table_name
geometry_columns,f_geometry_column
geometry_columns,coord_dimension
geometry_columns,srid
geometry_columns,type
group_activities,id
group_activities,group_id
group_activities,user_id
group_activities,activity_type
group_activities,trip_id
group_activities,details
group_activities,created_at
group_activities,guest_token
group_board_log,id
group_board_log,group_id
group_board_log,user_id
group_board_log,guest_token
group_board_log,action
group_board_log,entity_type
group_board_log,entity_id
group_board_log,old_data
group_board_log,new_data
group_board_log,error_message
group_board_log,created_at
group_board_log,ip_address
group_guest_members,id
group_guest_members,group_id
group_guest_members,guest_token
group_guest_members,created_at
group_members,group_id
group_members,user_id
group_members,role
group_members,status
group_members,invitation_email
group_members,invitation_token
group_members,invitation_expires_at
group_members,joined_at
group_members,updated_at
group_members,guest_token
group_plan_idea_comments,id
group_plan_idea_comments,idea_id
group_plan_idea_comments,user_id
group_plan_idea_comments,content
group_plan_idea_comments,parent_id
group_plan_idea_comments,created_at
group_plan_idea_comments,guest_token
group_plan_idea_reactions,id
group_plan_idea_reactions,idea_id
group_plan_idea_reactions,user_id
group_plan_idea_reactions,emoji
group_plan_idea_reactions,created_at
group_plan_idea_reactions,guest_token
group_plan_idea_votes,id
group_plan_idea_votes,idea_id
group_plan_idea_votes,user_id
group_plan_idea_votes,guest_token
group_plan_idea_votes,vote_type
group_plan_idea_votes,created_at
group_plan_ideas,id
group_plan_ideas,group_id
group_plan_ideas,created_by
group_plan_ideas,guest_token
group_plan_ideas,type
group_plan_ideas,title
group_plan_ideas,description
group_plan_ideas,votes_up
group_plan_ideas,votes_down
group_plan_ideas,meta
group_plan_ideas,created_at
group_plan_ideas,updated_at
group_plan_ideas,position
group_plan_ideas,plan_id
group_plans,id
group_plans,group_id
group_plans,name
group_plans,description
group_plans,created_by
group_plans,created_at
group_plans,updated_at
group_plans,slug
group_plans,created_by_guest_token
group_plans,is_archived
group_plans,guest_token
group_plans_log,id
group_plans_log,group_id
group_plans_log,plan_id
group_plans_log,user_id
group_plans_log,guest_token
group_plans_log,action
group_plans_log,old_data
group_plans_log,new_data
group_plans_log,error_message
group_plans_log,created_at
group_plans_log,ip_address
group_recent_activity,id
group_recent_activity,group_id
group_recent_activity,user_id
group_recent_activity,activity_type
group_recent_activity,trip_id
group_recent_activity,details
group_recent_activity,created_at
group_recent_activity,user_name
group_recent_activity,user_avatar
group_recent_activity,trip_name
group_roles,id
group_roles,name
group_roles,label
group_roles,description
group_roles,is_default
group_roles,is_custom
group_roles,created_at
group_roles,updated_at
group_trips,group_id
group_trips,trip_id
group_trips,added_by
group_trips,notes
group_trips,is_featured
group_trips,display_order
group_trips,added_at
group_trips,updated_at
groups,id
groups,name
groups,slug
groups,emoji
groups,description
groups,created_by
groups,visibility
groups,cover_image_url
groups,thumbnail_url
groups,member_count
groups,trip_count
groups,created_at
groups,updated_at
groups,guest_token
groups,primary_city_id
guest_tokens,id
guest_tokens,token
guest_tokens,group_id
guest_tokens,created_at
guest_tokens,expires_at
guest_tokens,created_by
guest_tokens,trip_id
guest_tokens,user_id
image_metadata,id
image_metadata,entity_id
image_metadata,entity_type
image_metadata,url
image_metadata,alt_text
image_metadata,attribution
image_metadata,photographer_name
image_metadata,photographer_url
image_metadata,license
image_metadata,source
image_metadata,source_id
image_metadata,width
image_metadata,height
image_metadata,focal_point_x
image_metadata,focal_point_y
image_metadata,created_at
image_metadata,updated_at
image_metadata,attribution_html
images,id
images,external_id
images,source
images,url
images,image_url
images,thumb_url
images,alt_text
images,photographer
images,photographer_url
images,attribution_html
images,width
images,height
images,city_id
images,destination_id
images,trip_id
images,user_id
images,created_at
images,updated_at
images,created_by
images,metadata
images,ref_id
invitations,id
invitations,created_at
invitations,invited_by
invitations,trip_id
invitations,invitation_status
invitations,email
invitations,token
invitations,expires_at
invitations,inviter_id
invitations,group_id
invitations,type
invitations,status
invitations,used
invitations,accepted_at
invitations,metadata
invitations,sender_id
invitations,used_by
item_popularity_metrics,id
item_popularity_metrics,item_id
item_popularity_metrics,views_last_24h
item_popularity_metrics,views_last_7d
item_popularity_metrics,views_last_30d
item_popularity_metrics,shares_last_24h
item_popularity_metrics,shares_last_7d
item_popularity_metrics,shares_last_30d
item_popularity_metrics,likes_last_24h
item_popularity_metrics,likes_last_7d
item_popularity_metrics,likes_last_30d
item_popularity_metrics,trending_score
item_popularity_metrics,last_updated
itinerary_item_comment_reactions,id
itinerary_item_comment_reactions,comment_id
itinerary_item_comment_reactions,user_id
itinerary_item_comment_reactions,emoji
itinerary_item_comment_reactions,created_at
itinerary_item_comments,id
itinerary_item_comments,created_at
itinerary_item_comments,guest_token
itinerary_item_comments,item_id
itinerary_item_comments,user_id
itinerary_item_comments,content
itinerary_item_comments,updated_at
itinerary_item_reactions,id
itinerary_item_reactions,itinerary_item_id
itinerary_item_reactions,user_id
itinerary_item_reactions,emoji
itinerary_item_reactions,created_at
itinerary_item_votes,id
itinerary_item_votes,itinerary_item_id
itinerary_item_votes,user_id
itinerary_item_votes,vote
itinerary_item_votes,created_at
itinerary_item_votes,updated_at
itinerary_items,id
itinerary_items,trip_id
itinerary_items,title
itinerary_items,type
itinerary_items,date
itinerary_items,start_time
itinerary_items,end_time
itinerary_items,location
itinerary_items,place_id
itinerary_items,latitude
itinerary_items,longitude
itinerary_items,cost
itinerary_items,notes
itinerary_items,created_at
itinerary_items,created_by
itinerary_items,item_type
itinerary_items,is_custom
itinerary_items,day_number
itinerary_items,address
itinerary_items,category
itinerary_items,status
itinerary_items,position
itinerary_items,estimated_cost
itinerary_items,currency
itinerary_items,duration_minutes
itinerary_items,section_id
itinerary_items,updated_at
itinerary_items,cover_image_url
itinerary_items,content_layer
itinerary_items,original_id
itinerary_items,source_trip_id
itinerary_items,attribution_type
itinerary_items,attribution_metadata
itinerary_items,seo_title
itinerary_items,seo_description
itinerary_items,canonical_url
itinerary_items,slug
itinerary_items,meta_keywords
itinerary_items,structured_data
itinerary_items,share_status
itinerary_items,share_count
itinerary_items,like_count
itinerary_items,view_count
itinerary_items,votes
itinerary_items,last_modified_by
itinerary_items,is_favorite
itinerary_items,day
itinerary_items,description
itinerary_items,guest_token
itinerary_sections,id
itinerary_sections,trip_id
itinerary_sections,day_number
itinerary_sections,date
itinerary_sections,title
itinerary_sections,position
itinerary_sections,created_at
itinerary_sections,updated_at
itinerary_template_items,id
itinerary_template_items,template_id
itinerary_template_items,day
itinerary_template_items,item_order
itinerary_template_items,title
itinerary_template_items,description
itinerary_template_items,start_time
itinerary_template_items,end_time
itinerary_template_items,location
itinerary_template_items,place_id
itinerary_template_items,created_at
itinerary_template_items,updated_at
itinerary_template_items,section_id
itinerary_template_items,trip_id
itinerary_template_items,type
itinerary_template_items,date
itinerary_template_items,latitude
itinerary_template_items,longitude
itinerary_template_items,cost
itinerary_template_items,notes
itinerary_template_items,created_by
itinerary_template_items,item_type
itinerary_template_items,is_custom
itinerary_template_items,day_number
itinerary_template_items,address
itinerary_template_items,category
itinerary_template_items,status
itinerary_template_items,position
itinerary_template_items,estimated_cost
itinerary_template_items,currency
itinerary_template_items,duration_minutes
itinerary_template_items,cover_image_url
itinerary_template_items,content_layer
itinerary_template_items,original_id
itinerary_template_items,source_trip_id
itinerary_template_items,attribution_type
itinerary_template_items,attribution_metadata
itinerary_template_items,seo_title
itinerary_template_items,seo_description
itinerary_template_items,canonical_url
itinerary_template_items,slug
itinerary_template_items,meta_keywords
itinerary_template_items,structured_data
itinerary_template_items,share_status
itinerary_template_items,share_count
itinerary_template_items,like_count
itinerary_template_items,view_count
itinerary_template_items,votes
itinerary_template_items,last_modified_by
itinerary_template_items,is_favorite
itinerary_template_sections,id
itinerary_template_sections,created_at
itinerary_template_sections,day_number
itinerary_template_sections,date
itinerary_template_sections,title
itinerary_template_sections,position
itinerary_template_sections,updated_at
itinerary_template_sections,template_id
itinerary_template_sections,created_by
itinerary_template_sections,destination_id
itinerary_templates,id
itinerary_templates,title
itinerary_templates,description
itinerary_templates,destination_id
itinerary_templates,duration_days
itinerary_templates,category
itinerary_templates,created_by
itinerary_templates,created_at
itinerary_templates,updated_at
itinerary_templates,is_published
itinerary_templates,view_count
itinerary_templates,use_count
itinerary_templates,like_count
itinerary_templates,featured
itinerary_templates,cover_image_url
itinerary_templates,groupsize
itinerary_templates,tags
itinerary_templates,template_type
itinerary_templates,source_trip_id
itinerary_templates,version
itinerary_templates,copied_count
itinerary_templates,last_copied_at
itinerary_templates,metadata
itinerary_templates,slug
itinerary_templates,is_draft
languages,id
languages,code
languages,name
languages,native_name
languages,created_at
languages,updated_at
likes,id
likes,user_id
likes,item_id
likes,created_at
likes,updated_at
likes,item_type
locations,id
locations,name
locations,parent_id
locations,type
locations,created_at
milestone_triggers,id
milestone_triggers,event_type
milestone_triggers,form_id
milestone_triggers,active
milestone_triggers,config
note_tags,note_id
note_tags,tag_id
note_tags,assigned_at
notification_analytics,id
notification_analytics,user_id
notification_analytics,notification_id
notification_analytics,action
notification_analytics,notification_type
notification_analytics,reference_type
notification_analytics,reference_id
notification_analytics,device_info
notification_analytics,created_at
notification_analytics,metadata
notification_history,id
notification_history,user_id
notification_history,trip_id
notification_history,sender_id
notification_history,title
notification_history,content
notification_history,notification_type
notification_history,priority
notification_history,read
notification_history,action_url
notification_history,reference_id
notification_history,reference_type
notification_history,created_at
notification_history,expires_at
notification_history,archived_at
notification_preferences,id
notification_preferences,user_id
notification_preferences,email_enabled
notification_preferences,push_enabled
notification_preferences,in_app_enabled
notification_preferences,trip_updates
notification_preferences,itinerary_changes
notification_preferences,member_activity
notification_preferences,comments
notification_preferences,votes
notification_preferences,focus_events
notification_preferences,created_at
notification_preferences,updated_at
notification_preferences,digest_frequency
notification_preferences,muted_types
notification_preferences,quiet_hours
notifications,id
notifications,user_id
notifications,trip_id
notifications,sender_id
notifications,title
notifications,content
notifications,notification_type
notifications,priority
notifications,read
notifications,action_url
notifications,reference_id
notifications,reference_type
notifications,created_at
notifications,expires_at
notifications,archived
notifications,archived_at
notifications,group_key
onboarding_events,id
onboarding_events,user_id
onboarding_events,event_type
onboarding_events,tour_id
onboarding_events,step_id
onboarding_events,event_data
onboarding_events,session_id
onboarding_events,created_at
onboarding_preferences,id
onboarding_preferences,user_id
onboarding_preferences,feature_id
onboarding_preferences,is_enabled
onboarding_preferences,show_tours
onboarding_preferences,notification_level
onboarding_preferences,preferences
onboarding_preferences,updated_at
onboarding_tour_completions,id
onboarding_tour_completions,user_id
onboarding_tour_completions,tour_id
onboarding_tour_completions,completed_at
onboarding_tour_completions,is_skipped
onboarding_tour_completions,time_spent
onboarding_tour_completions,steps_viewed
participant_status_history,id
participant_status_history,participant_id
participant_status_history,previous_status
participant_status_history,new_status
participant_status_history,reason
participant_status_history,created_at
participant_variants,id
participant_variants,participant_id
participant_variants,variant_id
participant_variants,created_at
permission_requests,id
permission_requests,trip_id
permission_requests,user_id
permission_requests,status
permission_requests,message
permission_requests,created_at
permission_requests,updated_at
place_metrics,place_id
place_metrics,trip_inclusion_count
place_metrics,saved_count
place_metrics,review_count
place_metrics,avg_rating
place_metrics,recent_activity_count
place_metrics,total_score
place_metrics,last_calculated_at
place_nominations,id
place_nominations,place_id
place_nominations,nominated_at
place_nominations,status
place_nominations,auto_nominated
place_nominations,reviewed_by
place_nominations,reviewed_at
place_nominations,review_notes
place_nominations,metrics_snapshot
preference_weights,id
preference_weights,category
preference_weights,subcategory
preference_weights,weight
preference_weights,created_at
preference_weights,updated_at
profiles,id
profiles,updated_at
profiles,name
profiles,avatar_url
profiles,is_admin
profiles,email
profiles,username
profiles,cover_image_url
profiles,bio
profiles,location
profiles,website
profiles,is_verified
profiles,home_location_id
profiles,first_name
profiles,travel_personality
profiles,travel_squad
profiles,onboarding_completed
profiles,onboarding_completed_at
profiles,onboarding_step
profiles,onboarded
profiles,onboarding_data
profiles,created_at
profiles,is_guest
profiles,subscription_level
profiles,subscription_expires_at
profiles,role
profiles,referrer_id
profiles,referral_count
profiles,referral_bonus
profiles,onboarding_entry_point
profiles,interests
profiles,home_location_data
profiles,home_location_name
question_branching,id
question_branching,created_at
question_branching,updated_at
question_branching,form_id
question_branching,source_question_id
question_branching,target_question_id
question_branching,condition_type
question_branching,condition_value
questions,id
questions,created_at
questions,updated_at
questions,form_id
questions,title
questions,description
questions,placeholder
questions,is_required
questions,question_type
questions,position
questions,options
questions,validation_rules
questions,conditional_logic
questions,default_value
questions,max_character_count
questions,show_character_count
questions,rating_scale
questions,rating_type
questions,allowed_file_types
questions,max_file_size
questions,max_files
rate_limits,id
rate_limits,ip_address
rate_limits,action
rate_limits,count
rate_limits,last_reset
rate_limits,created_at
rate_limits,updated_at
referrals,id
referrals,referrer_id
referrals,referred_id
referrals,referral_code
referrals,trip_id
referrals,converted
referrals,created_at
referrals,converted_at
response_sessions,id
response_sessions,created_at
response_sessions,updated_at
response_sessions,form_id
response_sessions,user_id
response_sessions,completed
response_sessions,completed_at
response_sessions,ip_address
response_sessions,user_agent
response_sessions,metadata
response_sessions,expires_at
response_sessions,progress
responses,id
responses,created_at
responses,updated_at
responses,session_id
responses,question_id
responses,value
responses,value_json
responses,metadata
responses,files
reviews,id
reviews,user_id
reviews,place_id
reviews,rating
reviews,content
reviews,created_at
reviews,updated_at
reviews,item_id
reviews,item_type
spatial_ref_sys,srid
spatial_ref_sys,auth_name
spatial_ref_sys,auth_srid
spatial_ref_sys,srtext
spatial_ref_sys,proj4text
states_provinces,id
states_provinces,country_code
states_provinces,name
states_provinces,code
states_provinces,type
states_provinces,created_at
states_provinces,updated_at
tags,id
tags,name
tags,slug
tags,category
tags,emoji
tags,description
tags,created_at
tags,updated_at
tags,created_by
tags,is_verified
tags,use_count
tags,metadata
template_applications,id
template_applications,trip_id
template_applications,template_id
template_applications,applied_at
template_applications,applied_by
template_applications,version_used
template_applications,success_rate
template_applications,optimization_level
template_applications,fallbacks_used
template_applications,application_metadata
trip_analytics_events,id
trip_analytics_events,trip_id
trip_analytics_events,user_id
trip_analytics_events,event_type
trip_analytics_events,event_data
trip_analytics_events,created_at
trip_cities,id
trip_cities,trip_id
trip_cities,city_id
trip_cities,position
trip_cities,added_at
trip_cities,arrival_date
trip_cities,departure_date
trip_cities,destination_id
trip_comment_likes,id
trip_comment_likes,trip_id
trip_comment_likes,comment_id
trip_comment_likes,user_id
trip_comment_likes,created_at
trip_history,id
trip_history,trip_id
trip_history,created_at
trip_history,user_id
trip_history,action_type
trip_history,details
trip_images,id
trip_images,trip_id
trip_images,file_path
trip_images,file_name
trip_images,content_type
trip_images,size_bytes
trip_images,created_by
trip_images,created_at
trip_images,width
trip_images,height
trip_images,description
trip_images,album_id
trip_item_comments,id
trip_item_comments,trip_id
trip_item_comments,item_id
trip_item_comments,user_id
trip_item_comments,content
trip_item_comments,created_at
trip_item_comments,updated_at
trip_logistics,id
trip_logistics,trip_id
trip_logistics,type
trip_logistics,title
trip_logistics,description
trip_logistics,location
trip_logistics,start_date
trip_logistics,end_date
trip_logistics,data
trip_logistics,created_at
trip_logistics,updated_at
trip_logistics,created_by
trip_members,id
trip_members,trip_id
trip_members,user_id
trip_members,role
trip_members,created_at
trip_members,invited_by
trip_members,joined_at
trip_members,external_email
trip_members,notification_preferences
trip_members,last_viewed_at
trip_members,guest_token
trip_members,is_guest
trip_notes,trip_id
trip_notes,content
trip_notes,updated_by
trip_notes,updated_at
trip_notes,user_id
trip_notes,album_id
trip_notes,id
trip_notes,title
trip_tags,trip_id
trip_tags,tag_id
trip_tags,assigned_at
trip_template_uses,id
trip_template_uses,trip_id
trip_template_uses,template_id
trip_template_uses,applied_at
trip_template_uses,applied_by
trip_template_uses,version_used
trip_template_uses,modifications
trip_vote_options,id
trip_vote_options,poll_id
trip_vote_options,title
trip_vote_options,description
trip_vote_options,image_url
trip_vote_options,created_at
trip_vote_polls,id
trip_vote_polls,trip_id
trip_vote_polls,title
trip_vote_polls,description
trip_vote_polls,is_active
trip_vote_polls,created_by
trip_vote_polls,expires_at
trip_vote_polls,created_at
trip_vote_polls,updated_at
trip_votes,id
trip_votes,trip_id
trip_votes,poll_id
trip_votes,option_id
trip_votes,user_id
trip_votes,created_at
trips,id
trips,created_by
trips,name
trips,destination_name
trips,start_date
trips,end_date
trips,date_flexibility
trips,travelers_count
trips,vibe
trips,budget
trips,is_public
trips,slug
trips,cover_image_url
trips,created_at
trips,updated_at
trips,member_count
trips,description
trips,trip_emoji
trips,splitwise_group_id
trips,duration_days
trips,status
trips,likes_count
trips,comments_count
trips,view_count
trips,use_count
trips,shared_url
trips,public_slug
trips,trip_type
trips,cover_image_position_y
trips,privacy_setting
trips,playlist_url
trips,is_archived
trips,last_accessed_at
trips,color_scheme
trips,city_id
trips,is_guest
trips,primary_city_id
trips,guest_token_text
user_activity_history,id
user_activity_history,user_id
user_activity_history,item_id
user_activity_history,interaction_type
user_activity_history,interaction_data
user_activity_history,created_at
user_activity_history,metadata
user_events,id
user_events,event_name
user_events,user_email
user_events,user_name
user_events,event_data
user_events,source
user_events,processed
user_events,processed_at
user_events,created_at
user_events,updated_at
user_feature_preferences,feature_id
user_feature_preferences,is_enabled
user_feature_preferences,show_tours
user_feature_preferences,notification_level
user_feature_preferences,preferences
user_feature_preferences,updated_at
user_groups,id
user_groups,name
user_groups,slug
user_groups,emoji
user_groups,description
user_groups,visibility
user_groups,cover_image_url
user_groups,thumbnail_url
user_groups,member_count
user_groups,trip_count
user_groups,created_at
user_groups,created_by
user_groups,role
user_groups,status
user_groups,joined_at
user_interactions,id
user_interactions,user_id
user_interactions,destination_id
user_interactions,interaction_type
user_interactions,created_at
user_interests,id
user_interests,user_id
user_interests,tag_id
user_interests,strength
user_interests,created_at
user_interests,updated_at
user_login_history,id
user_login_history,user_id
user_login_history,login_at
user_login_history,ip_address
user_login_history,user_agent
user_login_history,success
user_login_history,method
user_login_history,created_at
user_onboarding_status,user_id
user_onboarding_status,onboarded
user_onboarding_status,onboarding_step
user_onboarding_status,onboarding_data
user_onboarding_status,onboarding_completed_at
user_onboarding_status,completed_tours
user_onboarding_status,total_tours_completed
user_onboarding_status,total_events
user_preferences,id
user_preferences,user_id
user_preferences,travel_styles
user_preferences,preferred_pace
user_preferences,budget_range
user_preferences,preferred_activity_types
user_preferences,preferred_times_of_day
user_preferences,accessibility_needs
user_preferences,dietary_restrictions
user_preferences,created_at
user_preferences,updated_at
user_preferences,metadata
user_presence,id
user_presence,user_id
user_presence,trip_id
user_presence,document_id
user_presence,status
user_presence,last_active
user_suggested_tags,id
user_suggested_tags,user_id
user_suggested_tags,destination_id
user_suggested_tags,name
user_suggested_tags,slug
user_suggested_tags,category
user_suggested_tags,status
user_suggested_tags,admin_notes
user_suggested_tags,created_at
user_suggested_tags,updated_at
user_testing_events,id
user_testing_events,session_id
user_testing_events,event_type
user_testing_events,details
user_testing_events,triggered_form_id
user_testing_events,milestone
user_testing_events,progress
user_testing_events,timestamp
user_testing_sessions,id
user_testing_sessions,user_id
user_testing_sessions,token
user_testing_sessions,status
user_testing_sessions,metadata
user_testing_sessions,created_at
user_testing_sessions,completed_at
user_testing_signups,id
user_testing_signups,name
user_testing_signups,email
user_testing_signups,signup_date
user_testing_signups,source
user_testing_signups,status
user_testing_signups,tags
user_testing_signups,metadata
user_testing_signups,created_at
user_testing_signups,updated_at
user_travel,id
user_travel,user_id
user_travel,travel_id
user_travel,created_at
user_travel,updated_at
user_travel,destination_id
user_travel,status
user_travel,visited_at
validation_logs,id
validation_logs,trip_id
validation_logs,template_id
validation_logs,is_valid
validation_logs,validation_errors
validation_logs,validated_at
validation_logs,validated_by
votes,id
votes,itinerary_item_id
votes,user_id
votes,vote_type
votes,created_at
